ID,Subject,Type,Difficulty,Question,Options,Correct Answer,Correct Index,Worked Solution,VERIFIED (Y/N),ISSUES/NOTES
a988b91e-ea83-4bc5-b839-cc74d7d46e59,mathematics,sequences,2,"What comes next in the sequence?
15, 18, 21, 24, ___",25 | 26 | 24 | 27 | 28,27,3,"This is an arithmetic sequence where each number increases by 3.
24 + 3 = 27",,
a9b5e75b-9d1d-4ec0-a57c-8cd6f88c887b,mathematics,sequences,2,"What comes next in the sequence?
5, 12, 19, 26, ___",41 | 32 | 35 | 33 | 34,33,3,"This is an arithmetic sequence where each number increases by 7.
26 + 7 = 33",,
aa1a518d-b06b-4f83-a332-c742b3dc78c8,mathematics,sequences,2,"What comes next in the sequence?
15, 21, 27, 33, ___",39 | 40 | 33 | 38 | 37,39,0,"This is an arithmetic sequence where each number increases by 6.
33 + 6 = 39",,
ab412780-78bc-4bfa-a465-c6fccda9d1e3,mathematics,sequences,2,"What comes next in the sequence?
2, 6, 11, 17, 24, ___",33 | 31 | 34 | 30 | 32,32,4,"The differences increase by 1 each time.
Next difference: 8, so 24 + 8 = 32",,
ad66341c-d4c2-4af2-b5ae-e042921f0d2e,mathematics,sequences,2,"What comes next in the sequence?
3, 9, 15, 21, ___",26 | 21 | 27 | 25 | 34,27,2,"This is an arithmetic sequence where each number increases by 6.
21 + 6 = 27",,
ade6e77d-4422-43be-b8d7-77322d0e86dd,mathematics,sequences,3,"What comes next in the sequence?
4, 9, 14, 19, ___",22 | 23 | 24 | 25 | 26,24,2,Each term increases by 5. The next term after 19 is 19 + 5 = 24.,,
ae3067ef-ff27-4def-af94-a430b9bf86ed,mathematics,sequences,3,"What comes next in the sequence?
46, 49, 52, 55, 58, ___",58 | 59 | 61 | 65 | 60,61,2,"This is an arithmetic sequence where each number increases by 3.
58 + 3 = 61",,
ae6c7277-672d-44ae-999c-b7ae7d516318,mathematics,sequences,2,"What comes next in the sequence?
8, 11, 16, 23, 32, ___",45 | 42 | 43 | 44 | 41,43,2,"The differences increase by 2 each time.
Next difference: 11, so 32 + 11 = 43",,
af331793-06ff-4728-8e92-702fbaa8d218,mathematics,sequences,3,"What comes next in the sequence?
49, 61, 73, 85, 97, ___",97 | 109 | 107 | 110 | 108,109,1,"This is an arithmetic sequence where each number increases by 12.
97 + 12 = 109",,
b27f5e79-d291-4c8b-b35b-7f11648cc626,mathematics,sequences,3,"What comes next in the sequence?
27, 39, 51, 63, 75, ___",100 | 75 | 86 | 87 | 85,87,3,"This is an arithmetic sequence where each number increases by 12.
75 + 12 = 87",,
b37841b3-80c0-42aa-b41e-d93e3dd6664c,mathematics,sequences,3,"What comes next in the sequence?
3, 7, 13, 21, 31, ___",41 | 43 | 45 | 47 | 49,43,1,"The differences between terms are increasing by 2 each time: 4, 6, 8, 10, ... So after 31 add the next difference (12) to get 43.",,
b8445a4a-d639-48b6-a08b-841af4a96d4c,mathematics,sequences,2,"What comes next in the sequence?
8, 10, 14, 20, 28, ___",37 | 39 | 40 | 38 | 36,38,3,"The differences increase by 2 each time.
Next difference: 10, so 28 + 10 = 38",,
bc079558-23d9-40ee-8352-70a8e8378afa,mathematics,sequences,2,"What comes next in the sequence?
17, 21, 25, 29, ___",35 | 34 | 38 | 32 | 33,33,4,"This is an arithmetic sequence where each number increases by 4.
29 + 4 = 33",,
beef85e8-6d2d-4ab3-96dc-6cc33589bf27,mathematics,sequences,2,"What comes next in the sequence?
9, 12, 16, 21, 27, ___",32 | 33 | 35 | 34 | 36,34,3,"The differences increase by 1 each time.
Next difference: 7, so 27 + 7 = 34",,
c2c0be9b-c5a5-4624-bde6-f6d519c3dea8,mathematics,sequences,3,"What comes next in the sequence?
2, 6, 12, 20, 30, ___",38 | 40 | 42 | 44 | 46,42,2,"The differences between terms are 4, 6, 8, 10 – increasing by 2 each time. The next difference will be 12, so 30 + 12 = 42.",,
c3440005-f62b-48a8-9334-068842cfe774,mathematics,sequences,4,"What comes next in the sequence?
4, 8, 13, 19, 26, ___",36 | 35 | 32 | 34 | 33,34,3,"The differences increase by 1 each time.
Next difference: 8, so 26 + 8 = 34",,
c379991d-10c9-4ef4-b9ae-5e8b48decb78,mathematics,sequences,2,"What comes next in the sequence?
7, 14, 21, 28, ___",36 | 33 | 35 | 34 | 37,35,2,"This is an arithmetic sequence where each number increases by 7.
28 + 7 = 35",,
c4a9024d-dedc-4b0e-9f8e-c040514f4c1f,mathematics,sequences,3,"What comes next in the sequence?
5, 8, 12, 17, 23, ___",30 | 32 | 29 | 28 | 31,30,0,"The differences increase by 1 each time.
Next difference: 7, so 23 + 7 = 30",,
c6f8fb4f-673e-4bd4-b408-797bbaecd55b,mathematics,sequences,3,"What comes next in the sequence?
14, 27, 40, 53, 66, ___",80 | 79 | 66 | 77 | 78,79,1,"This is an arithmetic sequence where each number increases by 13.
66 + 13 = 79",,
c705e1b2-1c43-4567-8d59-fb636836d624,mathematics,sequences,4,"What comes next in the sequence?
4, 7, 13, 22, 34, ___",48 | 47 | 49 | 50 | 46,49,2,"The differences increase by 3 each time.
Next difference: 15, so 34 + 15 = 49",,
c7541576-70a8-4b71-a9b7-b42f1d6583ae,mathematics,sequences,3,"What comes next in the sequence?
40, 51, 62, 73, 84, ___",84 | 96 | 107 | 97 | 95,95,4,"This is an arithmetic sequence where each number increases by 11.
84 + 11 = 95",,
c87423e1-331d-49e3-8315-6d60a0eddb0d,mathematics,sequences,3,"What comes next in the sequence?
44, 56, 68, 80, 92, ___",104 | 102 | 103 | 105 | 106,104,0,"This is an arithmetic sequence where each number increases by 12.
92 + 12 = 104",,
c9120ac5-a82b-4b4f-b8ac-9c515cbe1c8d,mathematics,sequences,3,"What comes next in the sequence?
50, 55, 60, 65, 70, ___",70 | 76 | 73 | 75 | 74,75,3,"This is an arithmetic sequence where each number increases by 5.
70 + 5 = 75",,
c9b0853b-8ee1-4227-a674-f1364d2ae89f,mathematics,sequences,2,"What comes next in the sequence?
6, 9, 13, 18, 24, ___",29 | 31 | 33 | 32 | 30,31,1,"The differences increase by 1 each time.
Next difference: 7, so 24 + 7 = 31",,
c9e68cbe-3c50-4d65-ba5c-beaf631625b8,mathematics,sequences,3,"What comes next in the sequence?
10, 14, 20, 28, 38, ___",50 | 48 | 52 | 51 | 49,50,0,"The differences increase by 2 each time.
Next difference: 12, so 38 + 12 = 50",,
ca02fcbf-fa5c-4fe2-9e62-b68eb2c9851c,mathematics,sequences,2,"What comes next in the sequence?
8, 9, 11, 14, 18, ___",25 | 23 | 22 | 24 | 21,23,1,"The differences increase by 1 each time.
Next difference: 5, so 18 + 5 = 23",,
cabf6863-ed4c-40ff-ae35-a1f8142c9be7,mathematics,sequences,3,"What number should replace the question mark?
4, 9, 19, 39, ?",69 | 78 | 79 | 80 | 81,79,2,"Each term is obtained by multiplying the previous term by 2 and then subtracting 1: 
4 → 4×2‑1 = 7 (but we have 9, so actually pattern is ×2+1). Let's check: 4×2+1=9, 9×2+1=19, 19×2+1=39, 39×2+1=79. Thus the missing number is 79.",,
cbda9ce3-9bb2-46ec-9544-2e25f59de491,mathematics,sequences,2,"What comes next in the sequence?
4, 8, 15, 25, 38, ___",55 | 51 | 52 | 53 | 54,54,4,"The differences increase by 3 each time.
Next difference: 16, so 38 + 16 = 54",,
cbe72efb-afca-4e61-aeda-807e1821ffba,mathematics,sequences,3,"What comes next in the sequence?
23, 31, 39, 47, 55, ___",72 | 65 | 55 | 64 | 63,63,4,"This is an arithmetic sequence where each number increases by 8.
55 + 8 = 63",,
cde38573-eca1-496c-b742-16a6bd2365fa,mathematics,sequences,4,"What comes next in the sequence?
2, 6, 13, 23, 36, ___",53 | 49 | 52 | 51 | 50,52,2,"The differences increase by 3 each time.
Next difference: 16, so 36 + 16 = 52",,
ceaea069-aa9e-4423-8166-d126aed88a0d,mathematics,sequences,4,"What comes next in the sequence?
53, 68, 83, 98, 113, ___",128 | 130 | 129 | 113 | 144,128,0,"This is an arithmetic sequence where each number increases by 15.
113 + 15 = 128",,
cedfc77b-50a3-484b-a045-74d157a63f32,mathematics,sequences,3,"What comes next in the sequence?
7, 11, 16, 22, 29, ___",37 | 36 | 35 | 39 | 38,37,0,"The differences increase by 1 each time.
Next difference: 8, so 29 + 8 = 37",,
cf616eec-4905-447f-97ea-32eb90ca020a,mathematics,sequences,4,"What comes next in the sequence?
72, 91, 110, 129, 148, ___",165 | 169 | 168 | 167 | 166,167,3,"This is an arithmetic sequence where each number increases by 19.
148 + 19 = 167",,
cfb6e9af-f57d-4bf4-8603-740a16c2fd59,mathematics,sequences,3,"What comes next in the sequence?
31, 38, 45, 52, 59, ___",66 | 68 | 65 | 64 | 67,66,0,"This is an arithmetic sequence where each number increases by 7.
59 + 7 = 66",,
d2a4f78a-8de1-43ed-8c24-6554e788a5d4,mathematics,sequences,2,"What comes next in the sequence?
11, 17, 23, 29, ___",35 | 33 | 37 | 36 | 34,35,0,"This is an arithmetic sequence where each number increases by 6.
29 + 6 = 35",,
d879deaa-9cbf-4339-b00f-26ef04bde1f2,mathematics,sequences,3,"What comes next in the sequence?
3, 6, 11, 18, 27, ___",34 | 36 | 38 | 40 | 42,38,2,"The differences between terms are 3, 5, 7, 9,… which increase by 2 each time. The next difference is 11, so 27 + 11 = 38.",,
da050ec2-95b7-4786-acf8-77b9c690c82c,mathematics,sequences,3,"What comes next in the sequence?
19, 23, 27, 31, 35, ___",40 | 35 | 39 | 38 | 37,39,2,"This is an arithmetic sequence where each number increases by 4.
35 + 4 = 39",,
dadd2abe-1f93-45fd-8b0d-015c87be21fb,mathematics,sequences,3,"What comes next in the sequence?
3, 7, 12, 18, ___",23 | 24 | 25 | 26 | 27,25,2,"The differences between terms increase by 1 each time: 7‑3 = 4, 12‑7 = 5, 18‑12 = 6. The next difference should be 7, so 18 + 7 = 25.",,
db872d54-7c10-4e6b-bc3d-a6fc9800d46c,mathematics,sequences,3,"What comes next in the sequence?
1, 3, 8, 16, 27, ___",42 | 41 | 39 | 38 | 40,41,1,"The differences increase by 3 each time.
Next difference: 14, so 27 + 14 = 41",,
dc28f2cf-6807-475e-aabf-7455c421220c,mathematics,sequences,4,"What comes next in the sequence?
6, 9, 13, 18, 24, ___",31 | 33 | 32 | 29 | 30,31,0,"The differences increase by 1 each time.
Next difference: 7, so 24 + 7 = 31",,
de18a0e0-775d-4215-989c-eb0f036c3cc6,mathematics,sequences,2,"What comes next in the sequence?
14, 17, 20, 23, ___",25 | 26 | 23 | 24 | 27,26,1,"This is an arithmetic sequence where each number increases by 3.
23 + 3 = 26",,
dfe65083-b3c7-4d76-81c9-157cdd600ca8,mathematics,sequences,2,"What comes next in the sequence?
1, 5, 9, 13, ___",18 | 15 | 13 | 16 | 17,17,4,"This is an arithmetic sequence where each number increases by 4.
13 + 4 = 17",,
e1c64ccb-5818-49c1-a718-8f3d31d68c65,mathematics,sequences,3,"What comes next in the sequence?
9, 12, 17, 24, 33, ___",46 | 44 | 42 | 43 | 45,44,1,"The differences increase by 2 each time.
Next difference: 11, so 33 + 11 = 44",,
e261a745-f614-406e-b690-935e006bbb88,mathematics,sequences,3,"What comes next in the sequence?
4, 9, 19, 39, ___",71 | 77 | 79 | 81 | 83,79,2,"Each term is obtained by multiplying the previous term by 2 and then adding 1: 4×2+1=9, 9×2+1=19, 19×2+1=39, so next is 39×2+1=79.",,
e3c5e3cc-eccf-412c-b3c0-37640007e029,mathematics,sequences,4,"What comes next in the sequence?
57, 72, 87, 102, 117, ___",133 | 134 | 132 | 131 | 130,132,2,"This is an arithmetic sequence where each number increases by 15.
117 + 15 = 132",,
e692517a-5846-41fe-bff4-ee955c8cd340,mathematics,sequences,2,"What comes next in the sequence?
6, 8, 12, 18, 26, ___",38 | 36 | 35 | 34 | 37,36,1,"The differences increase by 2 each time.
Next difference: 10, so 26 + 10 = 36",,
e69a7bba-7f6c-4c4e-8bef-f91d5807d1a3,mathematics,sequences,2,"What comes next in the sequence?
7, 13, 19, 25, ___",32 | 33 | 38 | 31 | 25,31,3,"This is an arithmetic sequence where each number increases by 6.
25 + 6 = 31",,
e76c8476-1cf0-4051-bbdc-4e73461bfbec,mathematics,sequences,3,"What comes next in the sequence?
24, 28, 32, 36, 40, ___",43 | 42 | 45 | 44 | 40,44,3,"This is an arithmetic sequence where each number increases by 4.
40 + 4 = 44",,
e7e2498f-a8fb-4f0e-954f-52b4026ec263,mathematics,sequences,2,"What comes next in the sequence?
1, 2, 5, 10, 17, ___",28 | 24 | 25 | 27 | 26,26,4,"The differences increase by 2 each time.
Next difference: 9, so 17 + 9 = 26",,
ed5eb4da-4912-4711-8bab-d334d30d52ca,mathematics,sequences,3,"What comes next in the sequence?
3, 7, 12, 18, 25, ___",35 | 31 | 32 | 34 | 33,33,4,"The differences increase by 1 each time.
Next difference: 8, so 25 + 8 = 33",,
ed6689dc-3ddd-416c-a164-877701559ed6,mathematics,sequences,2,"What comes next in the sequence?
16, 19, 22, 25, ___",27 | 25 | 32 | 28 | 26,28,3,"This is an arithmetic sequence where each number increases by 3.
25 + 3 = 28",,
eea5c55c-ea4d-4cd5-a4f2-2a8b716dc8ed,mathematics,sequences,3,"What comes next in the sequence?
1, 4, 10, 19, 31, ___",46 | 45 | 44 | 43 | 47,46,0,"The differences increase by 3 each time.
Next difference: 15, so 31 + 15 = 46",,
f09326a6-d67f-4cd1-b090-f0690f9f7efb,mathematics,sequences,3,"What comes next in the sequence?
27, 34, 41, 48, 55, ___",70 | 62 | 60 | 64 | 55,62,1,"This is an arithmetic sequence where each number increases by 7.
55 + 7 = 62",,
f3529797-291d-419c-99ae-6160617110d4,mathematics,sequences,2,"What comes next in the sequence?
9, 11, 13, 15, ___",16 | 17 | 19 | 18 | 15,17,1,"This is an arithmetic sequence where each number increases by 2.
15 + 2 = 17",,
f430d31a-7931-42b1-8044-ea6e0f604252,mathematics,sequences,3,"What comes next in the sequence?
12, 17, 22, 27, 32, ___",36 | 35 | 32 | 38 | 37,37,4,"This is an arithmetic sequence where each number increases by 5.
32 + 5 = 37",,
f57a5351-ea80-4379-a6ae-1f1576084fdf,mathematics,sequences,3,"What comes next in the sequence?
9, 11, 15, 21, 29, ___",41 | 39 | 37 | 38 | 40,39,1,"The differences increase by 2 each time.
Next difference: 10, so 29 + 10 = 39",,
f5de2877-8104-4929-a63d-32850f8ea91e,mathematics,sequences,3,"What comes next in the sequence?
43, 48, 53, 58, 63, ___",69 | 66 | 67 | 68 | 70,68,3,"This is an arithmetic sequence where each number increases by 5.
63 + 5 = 68",,
f808e098-3230-4007-9577-2cd4ea0cc100,mathematics,sequences,3,"What comes next in the sequence?
2, 3, 7, 14, 24, ___",36 | 35 | 37 | 34 | 38,37,2,"The differences increase by 3 each time.
Next difference: 13, so 24 + 13 = 37",,
fb607b82-d29f-4497-b174-2f9b362469f2,mathematics,sequences,3,"What comes next in the sequence?
5, 7, 12, 20, 31, ___",45 | 44 | 42 | 43 | 46,45,0,"The differences increase by 3 each time.
Next difference: 14, so 31 + 14 = 45",,
fbb3097e-1980-4368-acd4-16a134ea520c,mathematics,sequences,2,"What comes next in the sequence?
4, 6, 9, 13, 18, ___",23 | 26 | 24 | 25 | 22,24,2,"The differences increase by 1 each time.
Next difference: 6, so 18 + 6 = 24",,
fd8dd698-b4ba-4e25-a0e5-9161c8d4dba6,mathematics,sequences,3,"What comes next in the sequence?
50, 56, 62, 68, 74, ___",78 | 80 | 74 | 79 | 81,80,1,"This is an arithmetic sequence where each number increases by 6.
74 + 6 = 80",,
ffbc993b-3466-4438-9015-150c12f033b4,mathematics,sequences,4,"What comes next in the sequence?
78, 95, 112, 129, 146, ___",163 | 161 | 165 | 164 | 162,163,0,"This is an arithmetic sequence where each number increases by 17.
146 + 17 = 163",,
